time,/jointset/shoulder0/elv_angle/value,/jointset/shoulder1/shoulder_elv/value,/jointset/shoulder2/shoulder_rot/value,/jointset/elbow/elbow_flexion/value,/jointset/radioulnar/pro_sup/value,/jointset/shoulder0/elv_angle/speed,/jointset/shoulder1/shoulder_elv/speed,/jointset/shoulder2/shoulder_rot/speed,/jointset/elbow/elbow_flexion/speed,/jointset/radioulnar/pro_sup/speed,x,z,/tau_elv_angle,/tau_shoulder_elv,/tau_shoulder_rot,/tau_elbow_flexion,/tau_pro_sup
0.2625,1.04402533,0.750960008,0.232028623,1.506184541,0.113777334,2.302479315,2.075181181,0.352588546,-7.545752364,4.860284304,0.454432,0.207766,-0.14198342,-0.041013451,0.002634502,-0.036346897,0.003282087
0.268333333,1.057102335,0.763067613,0.234731058,1.460248034,0.144636836,2.180456824,2.075502455,0.584017137,-8.201749807,5.76763286,0.454432,0.207766,-0.151148048,-0.048288269,0.00451241,-0.035958122,0.003792683
0.274166667,1.069458436,0.775167598,0.238906136,1.410551174,0.181066753,2.05555219,2.072375967,0.847828658,-8.828853657,6.685644562,0.454432,0.207766,-0.159385583,-0.05566686,0.006380095,-0.033255274,0.003702198
0.28,1.081079477,0.78723731,0.244626948,1.357341808,0.222204593,1.928435969,2.065123584,1.113983167,-9.406037653,7.381777848,0.454432,0.207766,-0.167623117,-0.063045451,0.008247781,-0.030552426,0.003611714
0.285833333,1.091950082,0.799254456,0.25206392,1.300901207,0.267835777,1.797853205,2.054640079,1.465771217,-9.93970272,8.416940328,0.454432,0.207766,-0.177372363,-0.070272193,0.010261141,-0.02949518,0.004544179
0.291666667,1.102045383,0.811203439,0.262076862,1.241440711,0.322195873,1.662617524,2.041753824,1.997173056,-10.44143017,10.37454795,0.454432,0.207766,-0.187121609,-0.077498934,0.012274501,-0.028437934,0.005476645
0.2975,1.111342286,0.823061181,0.275477122,1.179243263,0.388313549,1.524696114,2.021321419,2.573738558,-10.85157318,12.093738,0.454432,0.207766,-0.193130092,-0.083519173,0.012386196,-0.018130484,0.003393523
0.303333333,1.119831218,0.834757098,0.291830073,1.115210442,0.460948781,1.385598932,1.986270882,3.009524092,-11.07070129,12.60913855,0.454432,0.207766,-0.199138574,-0.089539413,0.01249789,-0.007823034,0.001310402
0.309166667,1.127494451,0.846199531,0.310898444,1.050466721,0.537554485,1.240091456,1.933669975,3.61695552,-11.1109689,14.22313288,0.454432,0.207766,-0.210259378,-0.095585511,0.011204053,-0.000643555,0.003271397
0.315,1.134279078,0.857279493,0.335063329,0.985771202,0.633505686,1.08436292,1.861995064,4.756899708,-11.05417463,19.24188092,0.454432,0.207766,-0.221380183,-0.10163161,0.009910216,0.006535923,0.005232391
0.320833333,1.140141119,0.8678665,0.366458421,0.921764766,0.760016326,0.925308541,1.759236451,5.852377759,-10.79729841,23.1570564,0.454432,0.207766,-0.221944847,-0.104099983,0.00398979,0.030108615,-0.002609362
0.326666667,1.145072348,0.877703592,0.401535601,0.860894616,0.892283053,0.765227519,1.604881708,6.019329383,-9.978876172,21.21539618,0.454432,0.207766,-0.222509512,-0.106568357,-0.001930636,0.053681306,-0.010451115
0.3325,1.149023695,0.886360398,0.435565556,0.807759061,1.014630968,0.583477614,1.333374822,5.602496383,-8.057676547,22.97351508,0.454432,0.207766,-0.238705225,-0.110323082,-0.028190526,0.122885185,-0.007950384
0.338333333,1.151809092,0.892912069,0.466366206,0.769004162,1.186453031,0.365473174,0.883121343,4.912139236,-5.04836563,38.17796099,0.454432,0.207766,-0.254900939,-0.114077806,-0.054450416,0.192089063,-0.005449654
0.344166667,1.153315957,0.896580784,0.490346636,0.747963009,1.433902709,0.159058963,0.391433047,3.096309205,-2.255353654,39.76869148,0.454432,0.207766,-0.197007187,-0.09134148,-0.051097169,0.150916178,-0.024331518
0.35,1.153756859,0.897673729,0.499999993,0.741646256,1.57,0.0,0.0,0.0,0.0,0.0,0.454432,0.207766,-0.139113434,-0.068605154,-0.047743921,0.109743294,-0.043213382
0.0,0.349066,0.436332,0.0,1.5708,1.57,0.0,0.0,0.0,0.0,0.0,0.410498017,0.101699983,-0.084301427,0.142627152,0.269863343,0.53671416,-0.078778441
0.005833333,0.348469808,0.437051601,0.017166374,1.571682795,1.44364862,-0.145295889,0.244696145,5.277415638,0.531635496,-37.25400173,0.410498017,0.101699983,0.113023735,0.095833915,0.184516911,0.162907943,-0.029265839
0.011666667,0.348060529,0.439163174,0.054474202,1.579673649,1.206145481,0.064084004,0.477247951,6.90564152,2.437048761,-38.10917426,0.410498017,0.101699983,0.310348897,0.049040678,0.099170479,-0.210898274,0.020246764
0.0175,0.349576329,0.442390508,0.089808881,1.597516405,1.056274966,0.453620473,0.610772915,5.374079289,2.998863561,-17.12244082,0.410498017,0.101699983,0.344464896,0.052760909,-0.005256558,-0.130165713,0.012275017
0.023333333,0.353329452,0.446073103,0.119096489,1.606708341,0.961496889,0.831166286,0.633337731,4.832360157,-0.528946824,-19.22033816,0.410498017,0.101699983,0.378580894,0.05648114,-0.109683594,-0.049433153,0.004303271
0.029166667,0.35922061,0.449725895,0.149585868,1.592268832,0.814821344,1.190547873,0.623010384,5.434511874,-4.080515645,-28.72496319,0.410498017,0.101699983,0.353431875,0.038852638,-0.072183898,-0.100217879,0.008806004
0.035,0.367241214,0.45338778,0.180321786,1.563083301,0.653712653,1.56126243,0.636454798,4.916887851,-5.58472568,-24.168845,0.410498017,0.101699983,0.328282855,0.021224136,-0.034684202,-0.151002604,0.013308736
0.040833333,0.377421683,0.457121531,0.204885036,1.527085324,0.539912045,1.923133993,0.639565422,3.655021573,-6.769590632,-15.93069635,0.410498017,0.101699983,0.325560199,0.030054555,-0.06094307,-0.088502445,0.006902174
0.046666667,0.389607193,0.460801274,0.224716315,1.483962959,0.455228976,2.248705007,0.617937663,3.294497906,-8.027373383,-14.18568908,0.410498017,0.101699983,0.322837542,0.038884973,-0.087201938,-0.026002286,0.000495612
0.0525,0.403564671,0.464306994,0.243835092,1.435742328,0.374279306,2.52677362,0.583367344,3.144682453,-8.277595509,-13.12372313,0.410498017,0.101699983,0.287243681,0.044140992,-0.060736699,0.041347744,-0.003879848
0.058333333,0.418970222,0.467599571,0.26005294,1.390048896,0.307307743,2.745187085,0.544859771,2.299893619,-7.160905374,-9.393195399,0.410498017,0.101699983,0.25164982,0.04939701,-0.034271459,0.108697774,-0.008255309
0.064166667,0.435519326,0.470672806,0.270621942,1.352593471,0.26165411,2.927727015,0.510675637,1.386109985,-5.776640691,-6.615996501,0.410498017,0.101699983,0.24051476,0.048890587,-0.035888002,0.086960383,-0.007474706
0.07,0.45311462,0.473579092,0.276951588,1.321538418,0.225961745,3.103880751,0.487620029,0.846399808,-4.966492069,-5.977903397,0.410498017,0.101699983,0.229379701,0.048384164,-0.037504546,0.065222991,-0.006694104
0.075833333,0.471690185,0.476388115,0.280912145,1.294633603,0.19139897,3.258389547,0.477963784,0.534919855,-4.181010082,-5.775075125,0.410498017,0.101699983,0.201592382,0.052487211,-0.020970014,0.087527602,-0.007047485
0.081666667,0.491053389,0.479184388,0.283465485,1.27365837,0.159718886,3.373927973,0.483248725,0.363925023,-2.933492233,-4.989552188,0.410498017,0.101699983,0.173805063,0.056590258,-0.004435482,0.109832214,-0.007400867
0.0875,0.511000387,0.4820353,0.285262904,1.260653565,0.13267175,3.46290227,0.493548548,0.242484954,-1.552744775,-4.387684967,0.410498017,0.101699983,0.161464792,0.056570126,-0.004929061,0.110633526,-0.007841068
0.093333333,0.531428943,0.484934775,0.286179582,1.255222804,0.107316672,3.539033586,0.499898635,0.061956558,-0.336676971,-4.409418034,0.410498017,0.101699983,0.149124521,0.056549993,-0.00542264,0.111434839,-0.008281268
0.099166667,0.552275884,0.487869625,0.286083113,1.256671572,0.081474204,3.608245567,0.50740811,-0.074120011,0.850759164,-4.319773756,0.410498017,0.101699983,0.140211304,0.052916188,-0.004256216,0.10086253,-0.006646409
0.105,0.573522301,0.490867046,0.28555882,1.265350881,0.058448611,3.675996769,0.521351131,-0.084725626,2.142365881,-3.443632519,0.410498017,0.101699983,0.131298087,0.049282383,-0.003089793,0.09029022,-0.005011551
0.110833333,0.595157162,0.493960724,0.28507655,1.28134696,0.040680735,3.740888449,0.53960984,-0.104635423,3.27204944,-2.812303202,0.410498017,0.101699983,0.119678111,0.043501344,-0.000280327,0.082050762,-0.005145157
0.116666667,0.617156883,0.497165658,0.284057943,1.302708655,0.023723995,3.801091866,0.559495888,-0.268612314,3.98200558,-3.165528645,0.410498017,0.101699983,0.108058135,0.037720305,0.00252914,0.073811304,-0.005278764
0.1225,0.639504999,0.500494524,0.282087967,1.327334813,0.004261281,3.862113288,0.582701624,-0.362286104,4.457385407,-3.314468166,0.410498017,0.101699983,0.105535933,0.032196142,-0.004220555,0.055240562,-0.003175279
0.128333333,0.662226469,0.503974016,0.280350695,1.354666414,-0.012693909,3.929099106,0.611138867,-0.188827994,4.909585865,-2.305806297,0.410498017,0.101699983,0.103013731,0.026671978,-0.01097025,0.036669821,-0.001071795
0.134166667,0.685336721,0.507624136,0.279803154,1.384543883,-0.022771034,3.992282053,0.639253854,-0.049948233,5.318294272,-1.369426256,0.410498017,0.101699983,0.088412206,0.021016497,-0.006879065,0.042813302,-0.002585187
0.14,0.7087782,0.511419414,0.279172406,1.416528573,-0.031239763,4.042662752,0.660907686,-0.217356091,5.632061828,-1.75435633,0.410498017,0.101699983,0.073810682,0.015361016,-0.002787879,0.048956783,-0.004098579
0.145833333,0.73249085,0.51533594,0.277296085,1.450034315,-0.043299743,4.087465925,0.683128394,-0.376673964,5.840364763,-2.15318976,0.410498017,0.101699983,0.06832205,0.00935008,-0.009025294,0.029313687,-0.001817138
0.151666667,0.756466203,0.519403565,0.27535281,1.484488172,-0.053708426,4.132732544,0.712713461,-0.240311928,5.957129958,-1.188197364,0.410498017,0.101699983,0.062833419,0.003339145,-0.015262709,0.00967059,0.000464303
0.1575,0.780690926,0.523654738,0.274540491,1.519293082,-0.056913941,4.170446832,0.744141442,-0.075635444,5.94631711,-0.103289173,0.410498017,0.101699983,0.046332207,-0.003278324,-0.009976122,0.010287203,-0.000555152
0.163333333,0.805092952,0.528077166,0.274033617,1.553515781,-0.057158752,4.193522232,0.771429701,-0.135588187,5.757514728,-0.173099333,0.410498017,0.101699983,0.029830996,-0.009895792,-0.004689534,0.010903817,-0.001574606
0.169166667,0.829597694,0.532658422,0.272917005,1.586128878,-0.059279655,4.207296496,0.800613271,-0.217728322,5.396642236,-0.404157066,0.410498017,0.101699983,0.019754115,-0.017442056,-0.007333794,-0.01243199,0.000376847
0.175,0.854168659,0.53743313,0.271837876,1.616156051,-0.060124963,4.216227093,0.837756052,-0.122736602,4.870912276,0.264247609,0.410498017,0.101699983,0.009677234,-0.02498832,-0.009978053,-0.035767796,0.002328299
0.180833333,0.87876978,0.542439583,0.271558066,1.642453628,-0.055940448,4.216458996,0.878723994,0.011946321,4.085833597,1.057490074,0.410498017,0.101699983,-0.00517722,-0.031908086,-0.008344224,-0.05191707,0.002413005
0.186666667,0.903337535,0.5476847,0.271803941,1.663129167,-0.049105366,4.204787455,0.919584086,0.057498615,2.943356167,1.173013472,0.410498017,0.101699983,-0.020031673,-0.038827852,-0.006710394,-0.068066343,0.002497711
0.1925,0.927798847,0.553167295,0.272191449,1.676363017,-0.042571149,4.179469549,0.960362539,0.088572737,1.575851733,1.090281091,0.410498017,0.101699983,-0.035553934,-0.043458419,-0.003926723,-0.077674916,0.003242854
0.198333333,0.952069097,0.558891264,0.272991422,1.681302798,-0.036117187,4.139280156,1.002341363,0.198915236,0.099675836,1.145497426,0.410498017,0.101699983,-0.051076195,-0.048088986,-0.001143052,-0.087283489,0.003987997
0.204166667,0.976061724,0.564864689,0.274592751,1.677575322,-0.029165178,4.084408129,1.0462979,0.349378912,-1.347046665,1.208422825,0.410498017,0.101699983,-0.066751319,-0.050784262,0.006369369,-0.08610483,0.00419803
0.21,0.999693046,0.571105166,0.277058959,1.665944502,-0.022364552,4.015404233,1.093902436,0.495445079,-2.610041797,1.093594545,0.410498017,0.101699983,-0.082426442,-0.053479538,0.013881791,-0.084926171,0.004408062
0.215833333,1.02289342,0.577619197,0.280227414,1.647141432,-0.016435607,3.938826336,1.13727033,0.566248212,-3.868823602,0.963499177,0.410498017,0.101699983,-0.083454066,-0.050742918,0.001750658,-0.077261795,0.003707069
0.221666667,1.045643883,0.584347545,0.283377789,1.620433741,-0.010840083,3.861149132,1.167382626,0.489246159,-5.320198003,0.979278636,0.410498017,0.101699983,-0.08448169,-0.048006298,-0.010380475,-0.069597419,0.003006075
0.2275,1.067926321,0.591208867,0.285951249,1.585719728,-0.00508241,3.776189841,1.180915159,0.404042803,-6.432326068,1.19201811,0.410498017,0.101699983,-0.090057744,-0.035989551,-0.015330507,-0.025547847,0.001364818
0.233333333,1.089671966,0.59807641,0.288219485,1.547133208,0.005367898,3.67710608,1.169515513,0.384597528,-6.647914732,2.588182137,0.410498017,0.101699983,-0.095633799,-0.023972803,-0.020280539,0.018501726,-0.000276438
0.239166667,1.110801504,0.604805094,0.290163849,1.509444945,0.024951398,3.565552991,1.134185076,0.231775439,-6.204672712,3.792040628,0.410498017,0.101699983,-0.106500061,-0.019922778,-0.016043927,0.045593532,-0.004042025
0.245,1.131249625,0.61127034,0.290337092,1.475551558,0.045710306,3.443477907,1.079193832,-0.222643812,-5.34681414,2.991179321,0.410498017,0.101699983,-0.117366324,-0.015872753,-0.011807315,0.072685338,-0.007807613
0.250833333,1.150937909,0.617342986,0.28787493,1.447757369,0.06008035,3.302309474,0.996816375,-0.518625381,-4.137368228,2.199942041,0.410498017,0.101699983,-0.133538959,-0.009062467,-0.014347784,0.097140199,-0.008246868
0.256666667,1.169724286,0.622829398,0.285486973,1.427810226,0.074459202,3.134252512,0.878199537,-0.197201832,-2.656397971,2.994199315,0.410498017,0.101699983,-0.149711595,-0.002252182,-0.016888254,0.12159506,-0.008686122
0.2625,1.187496131,0.627602471,0.285555351,1.416219388,0.095079091,2.961124508,0.766536987,0.111773154,-1.440191646,3.977836443,0.410498017,0.101699983,-0.163784897,-0.023302735,-0.00272154,0.0685967,-0.005280721
0.268333333,1.20429609,0.631868632,0.285520815,1.409577799,0.119728155,2.801034608,0.704401275,-0.232486256,-0.959512213,4.375630808,0.410498017,0.101699983,-0.177858199,-0.044353288,0.011445174,0.01559834,-0.001875319
0.274166667,1.220163369,0.635851157,0.282937212,1.404608989,0.146934377,2.635792805,0.658946137,-0.516899019,-0.718432128,5.117562044,0.410498017,0.101699983,-0.193592354,-0.048067816,0.009924876,0.016849852,0.000121243
0.28,1.235007546,0.639531958,0.281081912,1.401495315,0.181362078,2.450256854,0.600953063,0.017218001,-0.323465626,6.851566826,0.410498017,0.101699983,-0.209326508,-0.051782344,0.008404578,0.018101365,0.002117805
0.285833333,1.248750836,0.642921477,0.283278215,1.399437128,0.227744655,2.264591731,0.57336439,0.64818538,-0.598454918,9.061772437,0.410498017,0.101699983,-0.219395483,-0.06635176,0.010697264,-0.059937428,0.006477922
0.291666667,1.261461188,0.646363501,0.287621903,1.391990348,0.287208071,2.096106744,0.618954658,0.753464254,-2.17098325,11.33642546,0.410498017,0.101699983,-0.229464458,-0.080921176,0.01298995,-0.137976221,0.010838039
0.2975,1.273179935,0.650205281,0.292196802,1.373411573,0.359391897,1.915473313,0.697310832,0.888099939,-4.143822315,13.21312067,0.410498017,0.101699983,-0.258074291,-0.073038983,0.032825072,-0.110098948,0.009595086
0.303333333,1.283735157,0.654488105,0.298835056,1.344288122,0.439037211,1.697183748,0.770169555,1.460900515,-5.786301063,13.89464999,0.410498017,0.101699983,-0.286684123,-0.065156791,0.052660195,-0.082221674,0.008352133
0.309166667,1.292921723,0.659175519,0.310086878,1.30673649,0.522065274,1.448617053,0.834287361,2.458077578,-6.969144192,15.2455183,0.410498017,0.101699983,-0.302892145,-0.051127598,0.057204168,-0.04762213,0.00832238
0.315,1.300590431,0.664190466,0.328226752,1.264374439,0.62475797,1.176774654,0.882466874,3.822518621,-7.43558773,20.63680997,0.410498017,0.101699983,-0.319100168,-0.037098405,0.061748141,-0.013022587,0.008292628
0.320833333,1.30664256,0.66943022,0.354741893,1.221146331,0.761242027,0.900433778,0.908454027,5.171660993,-7.32050033,24.90679141,0.410498017,0.101699983,-0.309219779,-0.018215447,0.042462897,0.018363899,-0.000822299
0.326666667,1.311121071,0.674724158,0.387434331,1.179726672,0.900742992,0.637248415,0.901043913,5.940449059,-6.815547916,21.67117842,0.410498017,0.101699983,-0.299339389,0.000667512,0.023177653,0.049750384,-0.009937226
0.3325,1.314118287,0.679780031,0.422805388,1.143379423,1.023414469,0.395417385,0.809574132,6.105899147,-5.570171866,22.71055829,0.410498017,0.101699983,-0.274725972,0.008846966,-0.043859484,0.093779624,-0.004086478
0.338333333,1.315793179,0.683902905,0.45772632,1.115630266,1.192800526,0.18388006,0.581158198,5.786120571,-3.867630749,37.68760605,0.410498017,0.101699983,-0.250112554,0.017026421,-0.110896621,0.137808865,0.00176427
0.344166667,1.316406586,0.686436652,0.487301256,1.097523412,1.436361355,0.042808318,0.28831106,3.98865815,-2.238778917,39.07517367,0.410498017,0.101699983,-0.144327876,0.062659012,-0.144019945,0.13588269,-0.018916326
0.35,1.316483677,0.687275354,0.5,1.090697148,1.57,0.0,0.0,0.0,0.0,0.0,0.410498017,0.101699983,-0.038543197,0.108291603,-0.17714327,0.133956516,-0.039596922
0.0,0.349066,0.436332,0.0,1.5708,1.57,0.0,0.0,0.0,0.0,0.0,0.304432,0.057766,0.011905525,0.004970895,0.140129332,0.026121033,-0.034228894
0.005833333,0.349088067,0.436802945,0.010470043,1.556201042,1.435235121,0.027843218,0.145328336,3.279817605,-3.882005011,-37.7891447,0.304432,0.057766,0.12011863,-0.013576352,0.10495921,0.032415176,-0.011127764
0.011666667,0.349627409,0.437839215,0.034648905,1.538615714,1.227312807,0.177351776,0.193825985,4.700166547,-1.023898391,-25.08254917,0.304432,0.057766,0.228331734,-0.032123599,0.069789087,0.038709319,0.011973366
0.0175,0.351290693,0.438936384,0.060828477,1.545763039,1.167067739,0.391609869,0.179863382,4.335160004,2.601831497,-2.031348739,0.304432,0.057766,0.225923402,-0.026364963,0.034602403,0.026476584,-0.001278939
0.023333333,0.354180942,0.439908658,0.085919626,1.558790336,1.1282652,0.598025654,0.151005187,4.326992818,0.992092435,-17.7308253,0.304432,0.057766,0.22351507,-0.020606326,-0.000584282,0.014243849,-0.014531245
0.029166667,0.358239435,0.440644317,0.112562253,1.556455937,0.951643092,0.79624299,0.096688547,4.637578015,-1.235022585,-37.12346311,0.304432,0.057766,0.232687065,-0.022769849,-0.010176846,0.031273117,-0.002132345
0.035,0.363502939,0.440983815,0.138040858,1.550885152,0.761679861,1.011172568,0.015178817,3.927899841,-0.117525709,-22.30492474,0.304432,0.057766,0.241859061,-0.024933371,-0.01976941,0.048302386,0.010266556
0.040833333,0.370057627,0.440815294,0.157106939,1.555416319,0.699737209,1.235004851,-0.068909044,2.790044904,1.333105862,-3.060049216,0.304432,0.057766,0.233791059,-0.021929646,-0.025027621,0.022359457,0.001140392
0.046666667,0.377897984,0.440227108,0.172703076,1.562495153,0.6778252,1.451973748,-0.128706355,2.738204488,0.75596013,-8.580133042,0.304432,0.057766,0.225723057,-0.018925921,-0.030285832,-0.003583471,-0.007985772
0.0525,0.386981956,0.439322905,0.189593149,1.563854507,0.591694406,1.661321438,-0.183462002,2.932976311,-0.096418006,-18.44344904,0.304432,0.057766,0.218640002,-0.017935257,-0.030702671,0.01272383,-0.002682215
0.058333333,0.397265955,0.438061567,0.20552462,1.56362752,0.491899678,1.863411552,-0.251152638,2.409541424,0.212072302,-13.26491035,0.304432,0.057766,0.211556948,-0.016944593,-0.031119509,0.029031131,0.002621342
0.064166667,0.408704073,0.436395315,0.217369599,1.56655152,0.441728865,2.056349343,-0.317668235,1.730629708,0.685646645,-5.419791997,0.304432,0.057766,0.199731197,-0.014056404,-0.029801969,0.020810809,-0.001148679
0.07,0.421234771,0.434384201,0.226637384,1.570404122,0.41136383,2.238010429,-0.369391333,1.525932363,0.530450442,-6.474358053,0.304432,0.057766,0.187905447,-0.011168216,-0.028484429,0.012590486,-0.0049187
0.075833333,0.434795266,0.432101101,0.235454961,1.57259108,0.362585642,2.409918633,-0.413203644,1.464326519,0.282193336,-9.509808209,0.304432,0.057766,0.178558047,-0.009454828,-0.026836734,0.018400687,-0.003357207
0.081666667,0.449334345,0.429565617,0.243337239,1.574429391,0.309046878,2.573524533,-0.455922883,1.205258705,0.410914329,-8.106555495,0.304432,0.057766,0.169210646,-0.00774144,-0.02518904,0.024210887,-0.001795714
0.0875,0.4648003,0.426791014,0.249438634,1.577479164,0.269547308,2.727157185,-0.493982509,0.90807859,0.596636337,-5.830986573,0.304432,0.057766,0.157220465,-0.005391942,-0.022605624,0.022729253,-0.00327229
0.093333333,0.481128645,0.423818668,0.254181512,1.580945812,0.236412327,2.869200932,-0.523720628,0.739481663,0.553842723,-5.924410235,0.304432,0.057766,0.145230284,-0.003042445,-0.020022207,0.021247619,-0.004748867
0.099166667,0.498256764,0.420694069,0.258203533,1.583888718,0.199491376,3.002188673,-0.546752412,0.640281513,0.482640447,-6.562105165,0.304432,0.057766,0.136462384,-0.001611869,-0.018668873,0.021608933,-0.003958495
0.105,0.516141248,0.417449437,0.261660617,1.586897295,0.161862224,3.128525941,-0.564874454,0.54578895,0.576358071,-6.16722194,0.304432,0.057766,0.127694484,-0.000181293,-0.017315539,0.021970246,-0.003168124
0.110833333,0.534740496,0.41411314,0.264587515,1.590727788,0.127918378,3.246779024,-0.578180402,0.461726987,0.728022326,-5.548699398,0.304432,0.057766,0.117327858,0.00142005,-0.015486825,0.022231616,-0.003632066
0.116666667,0.554001901,0.410713548,0.267094192,1.595286688,0.096217037,3.355551056,-0.586575599,0.401712913,0.826097608,-5.398362688,0.304432,0.057766,0.106961233,0.003021393,-0.013658111,0.022492986,-0.004096009
0.1225,0.573870832,0.407278552,0.269329849,1.600437413,0.064853554,3.455173705,-0.5905069,0.368762717,0.961621147,-5.305465772,0.304432,0.057766,0.09751344,0.004700273,-0.012306417,0.024600821,-0.003838758
0.128333333,0.594294991,0.403831655,0.271442675,1.606759417,0.034895869,3.545914821,-0.590655938,0.359599121,1.22767863,-4.916374663,0.304432,0.057766,0.088065647,0.006379153,-0.010954722,0.026708656,-0.003581507
0.134166667,0.615226687,0.400393834,0.273501476,1.614668087,0.007335614,3.629887078,-0.5875,0.337602229,1.445815053,-4.57344349,0.304432,0.057766,0.080102769,0.005761882,-0.011082272,0.019324823,-0.003103953
0.14,0.636634578,0.396983618,0.275280179,1.62318334,-0.018934494,3.70918151,-0.581191726,0.263565175,1.435650164,-4.474038112,0.304432,0.057766,0.072139891,0.005144611,-0.011209822,0.011940991,-0.002626399
0.145833333,0.658483865,0.393618467,0.276580829,1.631492651,-0.044522922,3.779973522,-0.572309852,0.193547488,1.465799169,-4.242018495,0.304432,0.057766,0.062130064,0.008008546,-0.010211978,0.019950252,-0.002721906
0.151666667,0.680710596,0.390309752,0.277668612,1.640897329,-0.067758324,3.838590589,-0.561842681,0.190582088,1.81120433,-3.667286169,0.304432,0.057766,0.052120237,0.01087248,-0.009214134,0.027959514,-0.002817413
0.1575,0.70325183,0.387068048,0.278810201,1.652510633,-0.087527169,3.889111281,-0.549066588,0.186790432,2.098470339,-3.158888194,0.304432,0.057766,0.044022189,0.008547232,-0.0094256,0.015817616,-0.002242857
0.163333333,0.726075146,0.383910181,0.279684158,1.664539134,-0.105175338,3.935304546,-0.5330987,0.098822451,1.953557086,-2.940197018,0.304432,0.057766,0.035924142,0.006221984,-0.009637066,0.003675718,-0.001668301
0.169166667,0.749146592,0.380851906,0.279912512,1.675215224,-0.121672602,3.972789903,-0.515420144,-0.010927614,1.764314914,-2.679065521,0.304432,0.057766,0.025682038,0.008921172,-0.008425234,0.012897785,-0.001849925
0.175,0.772399681,0.377897329,0.279668692,1.68579362,-0.13600011,3.997582444,-0.497544744,-0.063065907,1.920061804,-2.196280597,0.304432,0.057766,0.015439933,0.011620361,-0.007213401,0.022119852,-0.002031548
0.180833333,0.795765793,0.375047762,0.279210776,1.697799396,-0.147258314,4.012416509,-0.479370531,-0.099702854,2.169497763,-1.673377705,0.304432,0.057766,0.007020029,0.010612693,-0.007877503,0.017649678,-0.001896305
0.186666667,0.819196747,0.372305595,0.278438184,1.710792852,-0.155636046,4.019813764,-0.460722151,-0.170955202,2.258695116,-1.208689963,0.304432,0.057766,-0.001399875,0.009605026,-0.008541605,0.013179503,-0.001761061
0.1925,0.842645402,0.369673094,0.277190074,1.723995798,-0.161403898,4.01786643,-0.441877866,-0.254972972,2.268436247,-0.770611882,0.304432,0.057766,-0.011571001,0.010144624,-0.007814778,0.014602395,-0.001923533
0.198333333,0.866050169,0.367150023,0.275486777,1.737262691,-0.164646965,4.004766113,-0.423203109,-0.327019413,2.280620069,-0.343049295,0.304432,0.057766,-0.021742126,0.010684222,-0.007087952,0.016025286,-0.002086004
0.204166667,0.889347298,0.364736019,0.273416852,1.750608747,-0.165283306,3.98118135,-0.40435681,-0.377492556,2.29588875,0.1412986,0.304432,0.057766,-0.031287669,0.010376627,-0.007025763,0.013149139,-0.001532921
0.21,0.912478153,0.36243368,0.27114309,1.764056439,-0.162806873,3.947757328,-0.384917751,-0.39690657,2.315466752,0.724187666,0.304432,0.057766,-0.040833213,0.010069033,-0.006963575,0.010272992,-0.000979839
0.215833333,0.935384289,0.360245885,0.268806174,1.777547862,-0.156875099,3.903956995,-0.365190927,-0.406119917,2.297222822,1.287093279,0.304432,0.057766,-0.051400134,0.009239047,-0.005542549,0.00852349,-0.000903296
0.221666667,0.958003103,0.358173029,0.266384043,1.790706393,-0.148052937,3.849246579,-0.345510178,-0.426123622,2.201332191,1.715177836,0.304432,0.057766,-0.061967055,0.008409061,-0.004121523,0.006773988,-0.000826753
0.2275,0.980269279,0.35621672,0.263880933,1.803159987,-0.136789278,3.782753118,-0.324919497,-0.421168166,2.06889619,2.174872027,0.304432,0.057766,-0.073719458,0.008298964,-0.002223526,0.002575045,0.00022673
0.233333333,1.002110519,0.354385861,0.261597781,1.81484847,-0.12235015,3.703554642,-0.302498499,-0.350709645,1.939008486,2.803910329,0.304432,0.057766,-0.08547186,0.008188867,-0.00032553,-0.001623898,0.001280212
0.239166667,1.023451391,0.352691943,0.259907768,1.825712027,-0.104130146,3.61097077,-0.277810311,-0.218913586,1.77372536,3.406583004,0.304432,0.057766,-0.098590221,0.007923852,0.003025875,-0.006310449,0.002106594
0.245,1.044211153,0.351150145,0.259158238,1.835402934,-0.08303094,3.504316921,-0.250342819,-0.028258456,1.536957224,3.791065627,0.304432,0.057766,-0.111708582,0.007658837,0.00637728,-0.010997001,0.002932976
0.250833333,1.064307971,0.349774991,0.259661937,1.84345408,-0.059654573,3.383725397,-0.220953867,0.205805403,1.203188522,4.296806283,0.304432,0.057766,-0.124352364,0.007398543,0.00823374,-0.018150175,0.004332709
0.256666667,1.08366117,0.348574503,0.261615886,1.849203915,-0.032048492,3.249361573,-0.190457593,0.468970436,0.747936162,5.241253577,0.304432,0.057766,-0.136996145,0.007138249,0.0100902,-0.025303349,0.005732442
0.2625,1.102190377,0.347556601,0.265214119,1.852015155,0.001593203,3.10121346,-0.158035053,0.774071077,0.207123066,6.252646271,0.304432,0.057766,-0.149802286,0.007342846,0.013077821,-0.029126311,0.006410955
0.268333333,1.119815205,0.346736621,0.270755935,1.851517747,0.040427766,2.939288582,-0.122598478,1.135341639,-0.386457869,7.021665661,0.304432,0.057766,-0.162608426,0.007547443,0.016065441,-0.032949274,0.007089469
